Regione per Dettaglio;Settore;Anno;S - Consolidato SPA
Campania;Edilizia abitativa e urbanistica;2015;660988360.00
Campania;Edilizia abitativa e urbanistica;2016;464702060.00
Campania;Edilizia abitativa e urbanistica;2017;428291180.00
Campania;Edilizia abitativa e urbanistica;2018;379953730.00
Campania;Edilizia abitativa e urbanistica;2019;342481020.00
Campania;Edilizia abitativa e urbanistica;2020;280394910.00
Campania;Edilizia abitativa e urbanistica;2021;293071780.00
Campania;Sanità;2000;5897881890.00
Campania;Sanità;2001;6263708090.00
Campania;Sanità;2002;5854812010.00
Campania;Sanità;2003;6550368430.00
Campania;Sanità;2004;6444221600.00
Campania;Sanità;2005;6934260290.00
Campania;Sanità;2006;7884239730.00
Campania;Sanità;2007;7934531780.00
Campania;Sanità;2008;9587146620.00
Campania;Sanità;2009;9488278120.00
Campania;Sanità;2010;8105107980.00
Campania;Sanità;2011;8426702900.00
Campania;Sanità;2012;10036350370.00
Campania;Sanità;2013;10648567240.00
Campania;Sanità;2014;10183265790.00
Campania;Sanità;2015;9302609540.00
Campania;Sanità;2016;9186950940.00
Campania;Sanità;2017;10035045910.00
Campania;Sanità;2018;9393204570.00
Campania;Sanità;2019;9845427610.00
Campania;Sanità;2020;9925207230.00
Campania;Sanità;2021;10332567460.00
Campania;Interventi in campo sociale;2000;2551958680.00
Campania;Interventi in campo sociale;2001;1927606730.00
Campania;Interventi in campo sociale;2002;2153209820.00
Campania;Interventi in campo sociale;2003;2130793300.00
Campania;Interventi in campo sociale;2004;2186696800.00
Campania;Interventi in campo sociale;2005;2259921840.00
Campania;Interventi in campo sociale;2006;2525504300.00
Campania;Interventi in campo sociale;2007;2906472940.00
Campania;Interventi in campo sociale;2008;2783672500.00
Campania;Interventi in campo sociale;2009;3120224630.00
Campania;Interventi in campo sociale;2010;2879219250.00
Campania;Interventi in campo sociale;2011;2784625990.00
Campania;Interventi in campo sociale;2012;4668269450.00
Campania;Interventi in campo sociale;2013;4898153530.00
Campania;Interventi in campo sociale;2014;4803651780.00
Campania;Interventi in campo sociale;2015;5232287630.00
Campania;Interventi in campo sociale;2016;5375078550.00
Campania;Interventi in campo sociale;2017;5725463870.00
Campania;Interventi in campo sociale;2018;6134807940.00
Campania;Interventi in campo sociale;2019;6604239230.00
Campania;Interventi in campo sociale;2020;8346842910.00
Campania;Interventi in campo sociale;2021;8614298310.00
Campania;Servizio Idrico Integrato;2000;686297500.00
Campania;Servizio Idrico Integrato;2001;632622430.00
Campania;Servizio Idrico Integrato;2002;604656570.00
Campania;Servizio Idrico Integrato;2003;733860830.00
Campania;Servizio Idrico Integrato;2004;761601820.00
Campania;Servizio Idrico Integrato;2005;863125660.00
Campania;Servizio Idrico Integrato;2006;864162090.00
Campania;Servizio Idrico Integrato;2007;836571860.00
Campania;Servizio Idrico Integrato;2008;920353980.00
Campania;Servizio Idrico Integrato;2009;892853910.00
Campania;Servizio Idrico Integrato;2010;697558040.00
Campania;Servizio Idrico Integrato;2011;669813740.00
Campania;Servizio Idrico Integrato;2012;985019340.00
Campania;Servizio Idrico Integrato;2013;687771980.00
Campania;Servizio Idrico Integrato;2014;930673070.00
Campania;Servizio Idrico Integrato;2015;794015320.00
Campania;Servizio Idrico Integrato;2016;754024030.00
Campania;Servizio Idrico Integrato;2017;710508050.00
Campania;Servizio Idrico Integrato;2018;623939420.00
Campania;Servizio Idrico Integrato;2019;695061390.00
Campania;Servizio Idrico Integrato;2020;1094248550.00
Campania;Servizio Idrico Integrato;2021;713496740.00
Campania;Ambiente;2000;326797440.00
Campania;Ambiente;2001;423080280.00
Campania;Ambiente;2002;430197820.00
Campania;Ambiente;2003;451780570.00
Campania;Ambiente;2004;513410810.00
Campania;Ambiente;2005;502880730.00
Campania;Ambiente;2006;563357390.00
Campania;Ambiente;2007;636066400.00
Campania;Ambiente;2008;738030680.00
Campania;Ambiente;2009;575764800.00
Campania;Ambiente;2010;625295550.00
Campania;Ambiente;2011;545780470.00
Campania;Ambiente;2012;379758760.00
Campania;Ambiente;2013;377585390.00
Campania;Ambiente;2014;440271940.00
Campania;Ambiente;2015;494346300.00
Campania;Ambiente;2016;460276280.00
Campania;Ambiente;2017;512578000.00
Campania;Ambiente;2018;560258950.00
Campania;Ambiente;2019;542089900.00
Campania;Ambiente;2020;492684470.00
Campania;Ambiente;2021;578557840.00
Campania;Smaltimento dei Rifiuti;2000;489242390.00
Campania;Smaltimento dei Rifiuti;2001;515771790.00
Campania;Smaltimento dei Rifiuti;2002;648095160.00
Campania;Smaltimento dei Rifiuti;2003;791132280.00
Campania;Smaltimento dei Rifiuti;2004;746269740.00
Campania;Smaltimento dei Rifiuti;2005;843207400.00
Campania;Smaltimento dei Rifiuti;2006;897412920.00
Campania;Smaltimento dei Rifiuti;2007;855079850.00
Campania;Smaltimento dei Rifiuti;2008;941264180.00
Campania;Smaltimento dei Rifiuti;2009;957533780.00
Campania;Smaltimento dei Rifiuti;2010;641826300.00
Campania;Smaltimento dei Rifiuti;2011;961158380.00
Campania;Smaltimento dei Rifiuti;2012;835405830.00
Campania;Smaltimento dei Rifiuti;2013;663094240.00
Campania;Smaltimento dei Rifiuti;2014;1238713860.00
Campania;Smaltimento dei Rifiuti;2015;1169961670.00
Campania;Smaltimento dei Rifiuti;2016;571657730.00
Campania;Smaltimento dei Rifiuti;2017;559363210.00
Campania;Smaltimento dei Rifiuti;2018;596013650.00
Campania;Smaltimento dei Rifiuti;2019;659169260.00
Campania;Smaltimento dei Rifiuti;2020;1320801990.00
Campania;Smaltimento dei Rifiuti;2021;1256958900.00
Campania;Altri interventi igenico sanitari;2000;76423240.00
Campania;Altri interventi igenico sanitari;2001;89435190.00
Campania;Altri interventi igenico sanitari;2002;93389070.00
Campania;Altri interventi igenico sanitari;2003;105344720.00
Campania;Altri interventi igenico sanitari;2004;123255820.00
Campania;Altri interventi igenico sanitari;2005;134536500.00
Campania;Altri interventi igenico sanitari;2006;139684610.00
Campania;Altri interventi igenico sanitari;2007;157267580.00
Campania;Altri interventi igenico sanitari;2008;157614140.00
Campania;Altri interventi igenico sanitari;2009;147440130.00
Campania;Altri interventi igenico sanitari;2010;161885940.00
Campania;Altri interventi igenico sanitari;2011;152061700.00
Campania;Altri interventi igenico sanitari;2012;131788900.00
Campania;Altri interventi igenico sanitari;2013;125223050.00
Campania;Altri interventi igenico sanitari;2014;126022140.00
Campania;Altri interventi igenico sanitari;2015;104938500.00
Campania;Altri interventi igenico sanitari;2016;129513510.00
Campania;Altri interventi igenico sanitari;2017;119495570.00
Campania;Altri interventi igenico sanitari;2018;119892160.00
Campania;Altri interventi igenico sanitari;2019;109950470.00
Campania;Altri interventi igenico sanitari;2020;111252730.00
Campania;Altri interventi igenico sanitari;2021;114180340.00
Campania;Lavoro;2000;820304160.00
Campania;Lavoro;2001;848098940.00
Campania;Lavoro;2002;1235294770.00
Campania;Lavoro;2003;1330622900.00
Campania;Lavoro;2004;1440906960.00
Campania;Lavoro;2005;1419466220.00
Campania;Lavoro;2006;1455572860.00
Campania;Lavoro;2007;1576534450.00
Campania;Lavoro;2008;2007347380.00
Campania;Lavoro;2009;2344432190.00
Campania;Lavoro;2010;2397119180.00
Campania;Lavoro;2011;2397188270.00
Campania;Lavoro;2012;2597637070.00
Campania;Lavoro;2013;2776723580.00
Campania;Lavoro;2014;2607026280.00
Campania;Lavoro;2015;2818601880.00
Campania;Lavoro;2016;3304156630.00
Campania;Lavoro;2017;3443464960.00
Campania;Lavoro;2018;3328534040.00
Campania;Lavoro;2019;3182992450.00
Campania;Lavoro;2020;4027802260.00
Campania;Lavoro;2021;3909053740.00
Campania;Previdenza e Integrazioni Salariali;2000;11567728450.00
Campania;Previdenza e Integrazioni Salariali;2001;11976098590.00
Campania;Previdenza e Integrazioni Salariali;2002;12937703930.00
Campania;Previdenza e Integrazioni Salariali;2003;13246542780.00
Campania;Previdenza e Integrazioni Salariali;2004;13731952520.00
Campania;Previdenza e Integrazioni Salariali;2005;14378153330.00
Campania;Previdenza e Integrazioni Salariali;2006;15084746730.00
Campania;Previdenza e Integrazioni Salariali;2007;15681579590.00
Campania;Previdenza e Integrazioni Salariali;2008;16352027410.00
Campania;Previdenza e Integrazioni Salariali;2009;16837168940.00
Campania;Previdenza e Integrazioni Salariali;2010;17129495970.00
Campania;Previdenza e Integrazioni Salariali;2011;17484913130.00
Campania;Previdenza e Integrazioni Salariali;2012;17618813940.00
Campania;Previdenza e Integrazioni Salariali;2013;17893154700.00
Campania;Previdenza e Integrazioni Salariali;2014;18043094870.00
Campania;Previdenza e Integrazioni Salariali;2015;18367001270.00
Campania;Previdenza e Integrazioni Salariali;2016;18312430160.00
Campania;Previdenza e Integrazioni Salariali;2017;18560158340.00
Campania;Previdenza e Integrazioni Salariali;2018;19087162190.00
Campania;Previdenza e Integrazioni Salariali;2019;19756364760.00
Campania;Previdenza e Integrazioni Salariali;2020;20128437280.00
Campania;Previdenza e Integrazioni Salariali;2021;20488700550.00
Campania;Altri trasporti;2000;2882534780.00
Campania;Altri trasporti;2001;3326511280.00
Campania;Altri trasporti;2002;2831331990.00
Campania;Altri trasporti;2003;3237789000.00
Campania;Altri trasporti;2004;3591963950.00
Campania;Altri trasporti;2005;3328931250.00
Campania;Altri trasporti;2006;3380498820.00
Campania;Altri trasporti;2007;3578542920.00
Campania;Altri trasporti;2008;3274826340.00
Campania;Altri trasporti;2009;3376263670.00
Campania;Altri trasporti;2010;2848396780.00
Campania;Altri trasporti;2011;2823401560.00
Campania;Altri trasporti;2012;3004591480.00
Campania;Altri trasporti;2013;2593709510.00
Campania;Altri trasporti;2014;2673275520.00
Campania;Altri trasporti;2015;2379555460.00
Campania;Altri trasporti;2016;2467058980.00
Campania;Altri trasporti;2017;2534273750.00
Campania;Altri trasporti;2018;2345601820.00
Campania;Altri trasporti;2019;2331769250.00
Campania;Altri trasporti;2020;2248025620.00
Campania;Altri trasporti;2021;2448654870.00
Campania;Viabilità;2000;730319200.00
Campania;Viabilità;2001;708797080.00
Campania;Viabilità;2002;748895260.00
Campania;Viabilità;2003;828756790.00
Campania;Viabilità;2004;1004787660.00
Campania;Viabilità;2005;962480840.00
Campania;Viabilità;2006;991827310.00
Campania;Viabilità;2007;1030186960.00
Campania;Viabilità;2008;1025814340.00
Campania;Viabilità;2009;1099364620.00
Campania;Viabilità;2010;1047719810.00
Campania;Viabilità;2011;982303340.00
Campania;Viabilità;2012;1331950930.00
Campania;Viabilità;2013;896199820.00
Campania;Viabilità;2014;873970790.00
Campania;Viabilità;2015;1051027760.00
Campania;Viabilità;2016;924506960.00
Campania;Viabilità;2017;866356810.00
Campania;Viabilità;2018;1086888410.00
Campania;Viabilità;2019;975112440.00
Campania;Viabilità;2020;1034225140.00
Campania;Viabilità;2021;1155928460.00
Campania;Telecomunicazioni;2000;593749840.00
Campania;Telecomunicazioni;2001;694127480.00
Campania;Telecomunicazioni;2002;671934770.00
Campania;Telecomunicazioni;2003;804341970.00
Campania;Telecomunicazioni;2004;547646150.00
Campania;Telecomunicazioni;2005;605464890.00
Campania;Telecomunicazioni;2006;724446640.00
Campania;Telecomunicazioni;2007;573823220.00
Campania;Telecomunicazioni;2008;689590760.00
Campania;Telecomunicazioni;2009;673793870.00
Campania;Telecomunicazioni;2010;608709610.00
Campania;Telecomunicazioni;2011;555718960.00
Campania;Telecomunicazioni;2012;968426290.00
Campania;Telecomunicazioni;2013;663307070.00
Campania;Telecomunicazioni;2014;699786110.00
Campania;Telecomunicazioni;2015;666621570.00
Campania;Telecomunicazioni;2016;687892990.00
Campania;Telecomunicazioni;2017;615222740.00
Campania;Telecomunicazioni;2018;547851820.00
Campania;Telecomunicazioni;2019;1276906490.00
Campania;Telecomunicazioni;2020;1111411230.00
Campania;Telecomunicazioni;2021;754119520.00
Campania;Agricoltura;2000;465606210.00
Campania;Agricoltura;2001;384404270.00
Campania;Agricoltura;2002;307475700.00
Campania;Agricoltura;2003;291582640.00
Campania;Agricoltura;2004;321739010.00
Campania;Agricoltura;2005;261578970.00
Campania;Agricoltura;2006;302917860.00
Campania;Agricoltura;2007;430447260.00
Campania;Agricoltura;2008;254481750.00
Campania;Agricoltura;2009;157595020.00
Campania;Agricoltura;2010;160349430.00
Campania;Agricoltura;2011;120773880.00
Campania;Agricoltura;2012;110208470.00
Campania;Agricoltura;2013;131709370.00
Campania;Agricoltura;2014;109589500.00
Campania;Agricoltura;2015;121532010.00
Campania;Agricoltura;2016;134942920.00
Campania;Agricoltura;2017;148369280.00
Campania;Agricoltura;2018;153241660.00
Campania;Agricoltura;2019;137836640.00
Campania;Agricoltura;2020;179480340.00
Campania;Agricoltura;2021;173762550.00
Campania;Pesca marittima e Acquicoltura;2000;2587440.00
Campania;Pesca marittima e Acquicoltura;2001;2316090.00
Campania;Pesca marittima e Acquicoltura;2002;1455930.00
Campania;Pesca marittima e Acquicoltura;2003;1408870.00
Campania;Pesca marittima e Acquicoltura;2004;2417850.00
Campania;Pesca marittima e Acquicoltura;2005;2193860.00
Campania;Pesca marittima e Acquicoltura;2006;3059550.00
Campania;Pesca marittima e Acquicoltura;2007;5124940.00
Campania;Pesca marittima e Acquicoltura;2008;5862350.00
Campania;Pesca marittima e Acquicoltura;2009;9597850.00
Campania;Pesca marittima e Acquicoltura;2010;32108000.00
Campania;Pesca marittima e Acquicoltura;2011;21191630.00
Campania;Pesca marittima e Acquicoltura;2012;18278030.00
Campania;Pesca marittima e Acquicoltura;2013;7512560.00
Campania;Pesca marittima e Acquicoltura;2014;5481970.00
Campania;Pesca marittima e Acquicoltura;2015;11603480.00
Campania;Pesca marittima e Acquicoltura;2016;6491110.00
Campania;Pesca marittima e Acquicoltura;2017;16848980.00
Campania;Pesca marittima e Acquicoltura;2018;17172420.00
Campania;Pesca marittima e Acquicoltura;2019;23862430.00
Campania;Pesca marittima e Acquicoltura;2020;64015500.00
Campania;Pesca marittima e Acquicoltura;2021;26713010.00
Campania;Turismo;2000;77259540.00
Campania;Turismo;2001;70431150.00
Campania;Turismo;2002;45882490.00
Campania;Turismo;2003;96601330.00
Campania;Turismo;2004;78880950.00
Campania;Turismo;2005;96089280.00
Campania;Turismo;2006;103122170.00
Campania;Turismo;2007;97963330.00
Campania;Turismo;2008;140893010.00
Campania;Turismo;2009;148472110.00
Campania;Turismo;2010;89455600.00
Campania;Turismo;2011;87114110.00
Campania;Turismo;2012;81136880.00
Campania;Turismo;2013;56054190.00
Campania;Turismo;2014;63739040.00
Campania;Turismo;2015;87815790.00
Campania;Turismo;2016;68038840.00
Campania;Turismo;2017;61795350.00
Campania;Turismo;2018;65116240.00
Campania;Turismo;2019;68933820.00
Campania;Turismo;2020;331568320.00
Campania;Turismo;2021;521668240.00
Campania;Commercio;2000;74796380.00
Campania;Commercio;2001;138001060.00
Campania;Commercio;2002;259035120.00
Campania;Commercio;2003;98625580.00
Campania;Commercio;2004;131811350.00
Campania;Commercio;2005;267152820.00
Campania;Commercio;2006;104991430.00
Campania;Commercio;2007;310984810.00
Campania;Commercio;2008;343778660.00
Campania;Commercio;2009;169401000.00
Campania;Commercio;2010;105936710.00
Campania;Commercio;2011;116058210.00
Campania;Commercio;2012;205292890.00
Campania;Commercio;2013;133871380.00
Campania;Commercio;2014;148752100.00
Campania;Commercio;2015;142331030.00
Campania;Commercio;2016;128117850.00
Campania;Commercio;2017;93412450.00
Campania;Commercio;2018;76185960.00
Campania;Commercio;2019;86905540.00
Campania;Commercio;2020;358676520.00
Campania;Commercio;2021;494663430.00
Campania;Industria e Artigianato;2000;1353144690.00
Campania;Industria e Artigianato;2001;2211019580.00
Campania;Industria e Artigianato;2002;3730677050.00
Campania;Industria e Artigianato;2003;3291735440.00
Campania;Industria e Artigianato;2004;2584383690.00
Campania;Industria e Artigianato;2005;3269700790.00
Campania;Industria e Artigianato;2006;3279746250.00
Campania;Industria e Artigianato;2007;2931892240.00
Campania;Industria e Artigianato;2008;2672610100.00
Campania;Industria e Artigianato;2009;3080797290.00
Campania;Industria e Artigianato;2010;2583191030.00
Campania;Industria e Artigianato;2011;2896169170.00
Campania;Industria e Artigianato;2012;2468782950.00
Campania;Industria e Artigianato;2013;2723631200.00
Campania;Industria e Artigianato;2014;2335994720.00
Campania;Industria e Artigianato;2015;2198471450.00
Campania;Industria e Artigianato;2016;1979883630.00
Campania;Industria e Artigianato;2017;2230201300.00
Campania;Industria e Artigianato;2018;2221831260.00
Campania;Industria e Artigianato;2019;2372428230.00
Campania;Industria e Artigianato;2020;3085822530.00
Campania;Industria e Artigianato;2021;3260753640.00
Campania;Energia;2000;3011192420.00
Campania;Energia;2001;4415386040.00
Campania;Energia;2002;4798147230.00
Campania;Energia;2003;5039585760.00
Campania;Energia;2004;6163249360.00
Campania;Energia;2005;5034196390.00
Campania;Energia;2006;5210605580.00
Campania;Energia;2007;5539309810.00
Campania;Energia;2008;3936273540.00
Campania;Energia;2009;3795162850.00
Campania;Energia;2010;5802470200.00
Campania;Energia;2011;6322223490.00
Campania;Energia;2012;4632735020.00
Campania;Energia;2013;4620473950.00
Campania;Energia;2014;4469505900.00
Campania;Energia;2015;4061568150.00
Campania;Energia;2016;4077635270.00
Campania;Energia;2017;4337494510.00
Campania;Energia;2018;4336522360.00
Campania;Energia;2019;4354309320.00
Campania;Energia;2020;3557487880.00
Campania;Energia;2021;5022422860.00
Campania;Altre opere pubbliche;2000;80620010.00
Campania;Altre opere pubbliche;2001;87139130.00
Campania;Altre opere pubbliche;2002;158133700.00
Campania;Altre opere pubbliche;2003;91697180.00
Campania;Altre opere pubbliche;2004;158810270.00
Campania;Altre opere pubbliche;2005;185960780.00
Campania;Altre opere pubbliche;2006;47914150.00
Campania;Altre opere pubbliche;2007;72973810.00
Campania;Altre opere pubbliche;2008;44318700.00
Campania;Altre opere pubbliche;2009;43474620.00
Campania;Altre opere pubbliche;2010;37204460.00
Campania;Altre opere pubbliche;2011;39885020.00
Campania;Altre opere pubbliche;2012;39440570.00
Campania;Altre opere pubbliche;2013;21430440.00
Campania;Altre opere pubbliche;2014;21604350.00
Campania;Altre opere pubbliche;2015;21511770.00
Campania;Altre opere pubbliche;2016;17988810.00
Campania;Altre opere pubbliche;2017;20689160.00
Campania;Altre opere pubbliche;2018;21134150.00
Campania;Altre opere pubbliche;2019;19251160.00
Campania;Altre opere pubbliche;2020;18830320.00
Campania;Altre opere pubbliche;2021;25684110.00
Campania;Altre in campo economico;2000;2625503130.00
Campania;Altre in campo economico;2001;3203570540.00
Campania;Altre in campo economico;2002;3723880440.00
Campania;Altre in campo economico;2003;2917414360.00
Campania;Altre in campo economico;2004;4356218700.00
Campania;Altre in campo economico;2005;2311217750.00
Campania;Altre in campo economico;2006;3830279580.00
Campania;Altre in campo economico;2007;2496850070.00
Campania;Altre in campo economico;2008;2470407180.00
Campania;Altre in campo economico;2009;2351331370.00
Campania;Altre in campo economico;2010;2829597800.00
Campania;Altre in campo economico;2011;3981908180.00
Campania;Altre in campo economico;2012;4290313450.00
Campania;Altre in campo economico;2013;4550601000.00
Campania;Altre in campo economico;2014;5341241300.00
Campania;Altre in campo economico;2015;2274475330.00
Campania;Altre in campo economico;2016;2247138900.00
Campania;Altre in campo economico;2017;2744652970.00
Campania;Altre in campo economico;2018;2090976520.00
Campania;Altre in campo economico;2019;5283849160.00
Campania;Altre in campo economico;2020;5697762660.00
Campania;Altre in campo economico;2021;3024333550.00
Campania;Oneri non ripartibili;2000;789025810.00
Campania;Oneri non ripartibili;2001;1059512010.00
Campania;Oneri non ripartibili;2002;1006586320.00
Campania;Oneri non ripartibili;2003;567484200.00
Campania;Oneri non ripartibili;2004;525192030.00
Campania;Oneri non ripartibili;2005;837837580.00
Campania;Oneri non ripartibili;2006;630061720.00
Campania;Oneri non ripartibili;2007;707742420.00
Campania;Oneri non ripartibili;2008;4874295680.00
Campania;Oneri non ripartibili;2009;2896480430.00
Campania;Oneri non ripartibili;2010;2679657180.00
Campania;Oneri non ripartibili;2011;3041216980.00
Campania;Oneri non ripartibili;2012;3022317510.00
Campania;Oneri non ripartibili;2013;4629714650.00
Campania;Oneri non ripartibili;2014;4240261160.00
Campania;Oneri non ripartibili;2015;4217706750.00
Campania;Oneri non ripartibili;2016;2739275360.00
Campania;Oneri non ripartibili;2017;2356115260.00
Campania;Oneri non ripartibili;2018;2633329310.00
Campania;Oneri non ripartibili;2019;2608700870.00
Campania;Oneri non ripartibili;2020;3400295370.00
Campania;Oneri non ripartibili;2021;2755842310.00
Puglia;Amministrazione Generale;2000;3312769720.00
Puglia;Amministrazione Generale;2001;3545215010.00
Puglia;Amministrazione Generale;2002;3390303160.00
Puglia;Amministrazione Generale;2003;4093444460.00
Puglia;Amministrazione Generale;2004;4580827540.00
Puglia;Amministrazione Generale;2005;4376771240.00
Puglia;Amministrazione Generale;2006;4165395260.00
Puglia;Amministrazione Generale;2007;4376649710.00
Puglia;Amministrazione Generale;2008;4273023690.00
Puglia;Amministrazione Generale;2009;4608498290.00
Puglia;Amministrazione Generale;2010;3867167290.00
Puglia;Amministrazione Generale;2011;3669918820.00
Puglia;Amministrazione Generale;2012;3864600610.00
Puglia;Amministrazione Generale;2013;4019450700.00
Puglia;Amministrazione Generale;2014;4356831360.00
Puglia;Amministrazione Generale;2015;4576133720.00
Puglia;Amministrazione Generale;2016;4579002990.00
Puglia;Amministrazione Generale;2017;4503864330.00
Puglia;Amministrazione Generale;2018;4661334010.00
Puglia;Amministrazione Generale;2019;4753586550.00
Puglia;Amministrazione Generale;2020;4863621900.00
Puglia;Amministrazione Generale;2021;5300535560.00
Puglia;Difesa;2000;1020176220.00
Puglia;Difesa;2001;1249234850.00
Puglia;Difesa;2002;1397297330.00
Puglia;Difesa;2003;1523759260.00
Puglia;Difesa;2004;1501613430.00
Puglia;Difesa;2005;1563239220.00
Puglia;Difesa;2006;1480721460.00
Puglia;Difesa;2007;1545154390.00
Puglia;Difesa;2008;2276390210.00
Puglia;Difesa;2009;2299387050.00
Puglia;Difesa;2010;1915612050.00
Puglia;Difesa;2011;1856053200.00
Puglia;Difesa;2012;1756534750.00
Puglia;Difesa;2013;1800797070.00
Puglia;Difesa;2014;1546944100.00
Puglia;Difesa;2015;1717793060.00
Puglia;Difesa;2016;1554284710.00
Puglia;Difesa;2017;1639152840.00
Puglia;Difesa;2018;1714372010.00
Puglia;Difesa;2019;1687858510.00
Puglia;Difesa;2020;1700221850.00
Puglia;Difesa;2021;1757638460.00
Puglia;Sicurezza pubblica;2000;674902420.00
Puglia;Sicurezza pubblica;2001;780396310.00
Puglia;Sicurezza pubblica;2002;725515340.00
Puglia;Sicurezza pubblica;2003;851536960.00
Puglia;Sicurezza pubblica;2004;868292280.00
Puglia;Sicurezza pubblica;2005;912548980.00
Puglia;Sicurezza pubblica;2006;935215380.00
Puglia;Sicurezza pubblica;2007;871731730.00
Puglia;Sicurezza pubblica;2008;726525260.00
Puglia;Sicurezza pubblica;2009;863398210.00
Puglia;Sicurezza pubblica;2010;1033615280.00
Puglia;Sicurezza pubblica;2011;927450240.00
Puglia;Sicurezza pubblica;2012;906354440.00
Puglia;Sicurezza pubblica;2013;847600310.00
Puglia;Sicurezza pubblica;2014;843188240.00
Puglia;Sicurezza pubblica;2015;863448920.00
Puglia;Sicurezza pubblica;2016;880234170.00
Puglia;Sicurezza pubblica;2017;943121850.00
Puglia;Sicurezza pubblica;2018;949649670.00
Puglia;Sicurezza pubblica;2019;956308310.00
Puglia;Sicurezza pubblica;2020;994142700.00
Puglia;Sicurezza pubblica;2021;1020997430.00
Puglia;Giustizia;2000;271419280.00
Puglia;Giustizia;2001;325729090.00
Puglia;Giustizia;2002;292208810.00
Puglia;Giustizia;2003;334867250.00
Puglia;Giustizia;2004;353302430.00
Puglia;Giustizia;2005;400895870.00
Puglia;Giustizia;2006;409773500.00
Puglia;Giustizia;2007;357908500.00
Puglia;Giustizia;2008;412733720.00
Puglia;Giustizia;2009;429816000.00
Puglia;Giustizia;2010;394505800.00
Puglia;Giustizia;2011;427789440.00
Puglia;Giustizia;2012;407665660.00
Puglia;Giustizia;2013;417577460.00
Puglia;Giustizia;2014;400438040.00
Puglia;Giustizia;2015;406717490.00
Puglia;Giustizia;2016;394990230.00
Puglia;Giustizia;2017;403534080.00
Puglia;Giustizia;2018;409306580.00
Puglia;Giustizia;2019;412003580.00
Puglia;Giustizia;2020;412067260.00
Puglia;Giustizia;2021;422410040.00
Puglia;Istruzione;2000;2554993790.00
Puglia;Istruzione;2001;2954568770.00
Puglia;Istruzione;2002;2861810780.00
Puglia;Istruzione;2003;3233424100.00
Puglia;Istruzione;2004;3186551700.00
Puglia;Istruzione;2005;3172103660.00
Puglia;Istruzione;2006;3482947620.00
Puglia;Istruzione;2007;3277053080.00
Puglia;Istruzione;2008;3473997570.00
Puglia;Istruzione;2009;3335249810.00
Puglia;Istruzione;2010;3271825730.00
Puglia;Istruzione;2011;3103501390.00
Puglia;Istruzione;2012;2977069020.00
Puglia;Istruzione;2013;2972524810.00
Puglia;Istruzione;2014;2938112760.00
Puglia;Istruzione;2015;2991502220.00
Puglia;Istruzione;2016;3057042650.00
Puglia;Istruzione;2017;3112885630.00
Puglia;Istruzione;2018;3227226570.00
Puglia;Istruzione;2019;3212520810.00
Puglia;Istruzione;2020;3133607730.00
Puglia;Istruzione;2021;3293878110.00
Puglia;Formazione;2000;62459220.00
Puglia;Formazione;2001;61402080.00
Puglia;Formazione;2002;89607170.00
Puglia;Formazione;2003;122219380.00
Puglia;Formazione;2004;88622380.00
Puglia;Formazione;2005;107925700.00
Puglia;Formazione;2006;135991430.00
Puglia;Formazione;2007;149972320.00
Puglia;Formazione;2008;144831180.00
Puglia;Formazione;2009;114562860.00
Puglia;Formazione;2010;101688950.00
Puglia;Formazione;2011;102076280.00
Puglia;Formazione;2012;114976240.00
Puglia;Formazione;2013;102427320.00
Puglia;Formazione;2014;99708250.00
Puglia;Formazione;2015;100653890.00
Puglia;Formazione;2016;21779160.00
Puglia;Formazione;2017;41775760.00
Puglia;Formazione;2018;34170050.00
Puglia;Formazione;2019;68258420.00
Puglia;Formazione;2020;84648600.00
Puglia;Formazione;2021;80329750.00
Puglia;Ricerca e Sviluppo;2000;203676700.00
Puglia;Ricerca e Sviluppo;2001;214033760.00
Puglia;Ricerca e Sviluppo;2002;224452560.00
Puglia;Ricerca e Sviluppo;2003;255301530.00
Puglia;Ricerca e Sviluppo;2004;304573660.00
Puglia;Ricerca e Sviluppo;2005;342486740.00
Puglia;Ricerca e Sviluppo;2006;408148000.00
Puglia;Ricerca e Sviluppo;2007;444515640.00
Puglia;Ricerca e Sviluppo;2008;411783430.00
Puglia;Ricerca e Sviluppo;2009;398316380.00
Puglia;Ricerca e Sviluppo;2010;389257690.00
Puglia;Ricerca e Sviluppo;2011;506404430.00
Puglia;Ricerca e Sviluppo;2012;376145690.00
Puglia;Ricerca e Sviluppo;2013;425588570.00
Puglia;Ricerca e Sviluppo;2014;346593760.00
Puglia;Ricerca e Sviluppo;2015;316193320.00
Puglia;Ricerca e Sviluppo;2016;306573810.00
Puglia;Ricerca e Sviluppo;2017;326949610.00
Puglia;Ricerca e Sviluppo;2018;386541180.00
Puglia;Ricerca e Sviluppo;2019;384642870.00
Puglia;Ricerca e Sviluppo;2020;418021670.00
Puglia;Ricerca e Sviluppo;2021;380877820.00
Puglia;Cultura e servizi ricreativi;2000;1362753630.00
Puglia;Cultura e servizi ricreativi;2001;546916190.00
Puglia;Cultura e servizi ricreativi;2002;1022683250.00
Puglia;Cultura e servizi ricreativi;2003;703902950.00
Puglia;Cultura e servizi ricreativi;2004;939622530.00
Puglia;Cultura e servizi ricreativi;2005;803650010.00
Puglia;Cultura e servizi ricreativi;2006;601653770.00
Puglia;Cultura e servizi ricreativi;2007;721235110.00
